bruto,liquido
1371,1020.6850000000001
1372,1021.29
1373,1021.8950000000001
1374,1022.4999999999999
1375,1023.105
1376,1023.7099999999999
1377,1024.315
1378,1024.92
1379,1025.5249999999999
1380,1026.13
1381,1026.735
1382,1027.3400000000001
1383,1027.945
1384,1028.55
1385,1029.1550000000002
1386,1029.76
1387,1030.365
1388,1030.97
1389,1031.575
1390,1032.1799999999998
1391,1032.785
1392,1033.39
1393,1033.9950000000001
1394,1034.6000000000001
1395,1035.205
1396,1035.8100000000002
1397,1036.415
1398,1037.02
1399,1037.625
1400,1038.23
1401,1038.8349999999998
1402,1039.44
1403,1040.045
1404,1040.6499999999999
1405,1041.255
1406,1041.86
1407,1042.4650000000001
1408,1043.07
1409,1043.675
1410,1044.2800000000002
1411,1044.885
1412,1045.49
1413,1046.095
1414,1046.7
1415,1047.3049999999998
1416,1047.91
1417,1048.515
1418,1049.1200000000001
1419,1049.7250000000001
1420,1050.33
1421,1050.9350000000002
1422,1051.54
1423,1052.145
1424,1052.75
1425,1053.355
1426,1053.9599999999998
1427,1054.565
1428,1055.17
1429,1055.7749999999999
1430,1056.38
1431,1056.985
1432,1057.5900000000001
1433,1058.195
1434,1058.8
1435,1059.4050000000002
1436,1060.01
1437,1060.615
1438,1061.22
1439,1061.825
1440,1062.4299999999998
1441,1063.035
1442,1063.64
1443,1064.2450000000001
1444,1064.8500000000001
1445,1065.455
1446,1066.0600000000002
1447,1066.665
1448,1067.27
1449,1067.875
1450,1068.48
1451,1069.0849999999998
1452,1069.69
1453,1070.295
1454,1070.8999999999999
1455,1071.505
1456,1072.11
1457,1072.7150000000001
1458,1073.32
1459,1073.925
1460,1074.5300000000002
1461,1075.135
1462,1075.74
1463,1076.345
1464,1076.95
1465,1077.5549999999998
1466,1078.16
1467,1078.765
1468,1079.3700000000001
1469,1079.9750000000001
1470,1080.58
1471,1081.1850000000002
1472,1081.79
1473,1082.395
1474,1083.0
1475,1083.605
1476,1084.2099999999998
1477,1084.815
1478,1085.42
1479,1086.0249999999999
1480,1086.63
1481,1087.235
1482,1087.8400000000001
1483,1088.445
1484,1089.05
1485,1089.6550000000002
1486,1090.26
1487,1090.865
1488,1091.47
1489,1092.075
1490,1092.6799999999998
1491,1093.285
1492,1093.89
1493,1094.4950000000001
1494,1095.1000000000001
1495,1095.705
1496,1096.3100000000002
1497,1096.915
1498,1097.52
1499,1098.125
1500,1098.73
1501,1099.3349999999998
1502,1099.94
1503,1100.545
1504,1101.1499999999999
1505,1101.755
1506,1102.36
1507,1102.9650000000001
1508,1103.57
1509,1104.175
1510,1104.7800000000002
1511,1105.385
1512,1105.99
1513,1106.595
1514,1107.2
1515,1107.8049999999998
1516,1108.41
1517,1109.015
1518,1109.6200000000001
1519,1110.2250000000001
1520,1110.83
1521,1111.4350000000002
1522,1112.04
1523,1112.645
1524,1113.25
1525,1113.855
1526,1114.4599999999998
1527,1115.065
1528,1115.67
1529,1116.2749999999999
1530,1116.88
1531,1117.485
1532,1118.0900000000001
1533,1118.695
1534,1119.3
1535,1119.9050000000002
1536,1120.51
1537,1121.115
1538,1121.72
1539,1122.325
1540,1122.9299999999998
1541,1123.535
1542,1124.14
1543,1124.7450000000001
1544,1125.3500000000001
1545,1125.955
1546,1126.5600000000002
1547,1127.165
1548,1127.77
1549,1128.375
1550,1128.98
1551,1129.5849999999998
1552,1130.19
1553,1130.795
1554,1131.3999999999999
1555,1132.005
1556,1132.61
1557,1133.2150000000001
1558,1133.82
1559,1134.425
1560,1135.0300000000002
1561,1135.635
1562,1136.24
1563,1136.845
1564,1137.45
1565,1138.0549999999998
1566,1138.66
1567,1139.265
1568,1139.8700000000001
1569,1140.4750000000001
1570,1141.08
1571,1141.685
1572,1142.29
1573,1142.895
1574,1143.5
1575,1144.105
1576,1144.71
1577,1145.315
1578,1145.92
1579,1146.525
1580,1147.13
1581,1147.735
1582,1148.3400000000001
1583,1148.945
1584,1149.5500000000002
1585,1150.1550000000002
1586,1150.76
1587,1151.3650000000002
1588,1151.9699999999998
1589,1152.575
1590,1153.1799999999998
1591,1153.785
1592,1154.39
1593,1154.995
1594,1155.6000000000001
1595,1156.205
1596,1156.81
1597,1157.415
1598,1158.02
1599,1158.625
1600,1159.23
1601,1159.8
1602,1160.3400000000001
1603,1160.88
1604,1161.42
1605,1161.96
1606,1162.5
1607,1163.04
1608,1163.58
1609,1164.12
1610,1164.66
1611,1165.2
1612,1165.7400000000002
1613,1166.28
1614,1166.8200000000002
1615,1167.36
1616,1167.9
1617,1168.44
1618,1168.98
1619,1169.52
1620,1170.06
1621,1170.6000000000001
1622,1171.1399999999999
1623,1171.68
1624,1172.2199999999998
1625,1172.76
1626,1173.3
1627,1173.8400000000001
1628,1174.38
1629,1174.92
1630,1175.46
1631,1176.0
1632,1176.54
1633,1177.08
1634,1177.62
1635,1178.16
1636,1178.7
1637,1179.2400000000002
1638,1179.78
1639,1180.3200000000002
1640,1180.86
1641,1181.4
1642,1181.94
1643,1182.48
1644,1183.02
1645,1183.56
1646,1184.1000000000001
1647,1184.6399999999999
1648,1185.18
1649,1185.7199999999998
1650,1186.26
1651,1186.8
1652,1187.3400000000001
1653,1187.88
1654,1188.42
1655,1188.96
1656,1189.5
1657,1190.04
1658,1190.58
1659,1191.12
1660,1191.66
1661,1192.2
1662,1192.7400000000002
1663,1193.28
1664,1193.8200000000002
1665,1194.36
1666,1194.9
1667,1195.44
1668,1195.98
1669,1196.52
1670,1197.06
1671,1197.6000000000001
1672,1198.1399999999999
1673,1198.68
1674,1199.2199999999998
1675,1199.76
1676,1200.3
1677,1200.8400000000001
1678,1201.38
1679,1201.92
1680,1202.46
1681,1203.0
1682,1203.54
1683,1204.08
1684,1204.62
1685,1205.16
1686,1205.7
1687,1206.2400000000002
1688,1206.78
1689,1207.3200000000002
1690,1207.86
1691,1208.4
1692,1208.94
1693,1209.48
1694,1210.02
1695,1210.56
1696,1211.1000000000001
1697,1211.6399999999999
1698,1212.18
1699,1212.7199999999998
1700,1213.26
1701,1213.8
1702,1214.3400000000001
1703,1214.88
1704,1215.42
1705,1215.96
1706,1216.5
1707,1217.04
1708,1217.58
1709,1218.12
1710,1218.66
1711,1219.2
1712,1219.7400000000002
1713,1220.28
1714,1220.8200000000002
1715,1221.36
1716,1221.9
1717,1222.44
1718,1222.98
1719,1223.52
1720,1224.06
1721,1224.6000000000001
1722,1225.1399999999999
1723,1225.68
1724,1226.2199999999998
1725,1226.76
1726,1227.3
1727,1227.8400000000001
1728,1228.38
1729,1228.92
1730,1229.46
1731,1230.0
1732,1230.54
1733,1231.08
1734,1231.62
1735,1232.16
1736,1232.7
1737,1233.2400000000002
1738,1233.78
1739,1234.3200000000002
1740,1234.86
1741,1235.4
1742,1235.94
1743,1236.48
1744,1237.02
1745,1237.56
1746,1238.1000000000001
1747,1238.6399999999999
1748,1239.18
1749,1239.7199999999998
1750,1240.26
1751,1240.8
1752,1241.3400000000001
1753,1241.88
1754,1242.42
1755,1242.96
1756,1243.5
1757,1244.04
1758,1244.58
1759,1245.12
1760,1245.66
1761,1246.2
1762,1246.7400000000002
1763,1247.28
1764,1247.8200000000002
1765,1248.36
1766,1248.9
1767,1249.44
1768,1249.98
1769,1250.52
1770,1251.06
1771,1251.6000000000001
1772,1252.1399999999999
1773,1252.68
1774,1253.2199999999998
1775,1253.76
1776,1254.3
1777,1254.8400000000001
1778,1255.38
1779,1255.92
1780,1256.46
1781,1257.0
1782,1257.54
1783,1258.08
1784,1258.62
1785,1259.16
1786,1259.7
1787,1260.2400000000002
1788,1260.78
1789,1261.3200000000002
1790,1261.86
1791,1262.4
1792,1262.94
1793,1263.48
1794,1264.02
1795,1264.56
1796,1265.1000000000001
1797,1265.6399999999999
1798,1266.18
1799,1266.7199999999998
1800,1267.26
1801,1267.8
1802,1268.3400000000001
1803,1268.88
1804,1269.42
1805,1269.96
1806,1270.5
1807,1271.04
1808,1271.58
1809,1272.12
1810,1272.66
1811,1273.2
1812,1273.7400000000002
1813,1274.28
1814,1274.8200000000002
1815,1275.36
1816,1275.9
1817,1276.44
1818,1276.98
1819,1277.52
1820,1278.06
1821,1278.6000000000001
1822,1279.1399999999999
1823,1279.68
1824,1280.2199999999998
1825,1280.76
1826,1281.3
1827,1281.8400000000001
1828,1282.38
1829,1282.92
1830,1283.46
1831,1284.0
1832,1284.54
1833,1285.08
1834,1285.62
1835,1286.16
1836,1286.7
1837,1287.2400000000002
1838,1287.78
1839,1288.3200000000002
1840,1288.86
1841,1289.4
1842,1289.94
1843,1290.48
1844,1291.02
1845,1291.56
1846,1292.1000000000001
1847,1292.6399999999999
1848,1293.18
1849,1293.7199999999998
1850,1294.26
1851,1294.8
1852,1295.3400000000001
1853,1295.88
1854,1296.42
1855,1296.96
1856,1297.5
1857,1298.04
1858,1298.58
1859,1299.12
1860,1299.66
1861,1300.2
1862,1300.7400000000002
1863,1301.28
1864,1301.8200000000002
1865,1302.36
1866,1302.9
1867,1303.44
1868,1303.98
1869,1304.52
1870,1305.06
1871,1305.6000000000001
1872,1306.1399999999999
1873,1306.68
1874,1307.2199999999998
1875,1307.76
1876,1308.3
1877,1308.8400000000001
1878,1309.38
1879,1309.92
1880,1310.46
1881,1311.0
1882,1311.54
1883,1312.08
1884,1312.62
1885,1313.16
1886,1313.7
1887,1314.2400000000002
1888,1314.78
1889,1315.3200000000002
1890,1315.86
1891,1316.4
1892,1316.94
1893,1317.48
1894,1318.02
1895,1318.56
1896,1319.1000000000001
1897,1319.6399999999999
1898,1320.18
1899,1320.7199999999998
1900,1321.26
1901,1321.8
1902,1322.3400000000001
1903,1322.88
1904,1323.42
1905,1323.96
1906,1324.5
1907,1325.04
1908,1325.58
1909,1326.12
1910,1326.66
1911,1327.2
1912,1327.7400000000002
1913,1328.28
1914,1328.8200000000002
1915,1329.36
1916,1329.9
1917,1330.44
1918,1330.98
1919,1331.52
1920,1332.06
1921,1332.6000000000001
1922,1333.1399999999999
1923,1333.68
1924,1334.2199999999998
1925,1334.76
1926,1335.3
1927,1335.8400000000001
1928,1336.38
1929,1336.92
1930,1337.46
1931,1338.0
1932,1338.54
1933,1339.08
1934,1339.62
1935,1340.16
1936,1340.7
1937,1341.2400000000002
1938,1341.78
1939,1342.3200000000002
1940,1342.86
1941,1343.4
1942,1343.94
1943,1344.48
1944,1345.02
1945,1345.56
1946,1346.1000000000001
1947,1346.6399999999999
1948,1347.18
1949,1347.7199999999998
1950,1348.26
1951,1348.8
1952,1349.3400000000001
1953,1349.88
1954,1350.42
1955,1350.96
1956,1351.5
1957,1352.04
1958,1352.58
1959,1353.12
1960,1353.66
1961,1354.2
1962,1354.7200000000003
1963,1355.24
1964,1355.7600000000002
1965,1356.28
1966,1356.8000000000002
1967,1357.3200000000002
1968,1357.8400000000001
1969,1358.3600000000001
1970,1358.88
1971,1359.4
1972,1359.92
1973,1360.44
1974,1360.96
1975,1361.48
1976,1362.0
1977,1362.52
1978,1363.04
1979,1363.56
1980,1364.08
1981,1364.6
1982,1365.12
1983,1365.6399999999999
1984,1366.1599999999999
1985,1366.68
1986,1367.2
1987,1367.7200000000003
1988,1368.24
1989,1368.7600000000002
1990,1369.28
1991,1369.8000000000002
1992,1370.3200000000002
1993,1370.8400000000001
1994,1371.3600000000001
1995,1371.88
1996,1372.4
1997,1372.92
1998,1373.44
1999,1373.96
2000,1374.48
2001,1375.0
2002,1375.52
2003,1376.04
2004,1376.56
2005,1377.08
2006,1377.6
2007,1378.12
2008,1378.6399999999999
2009,1379.1599999999999
2010,1379.68
2011,1380.2
2012,1380.7200000000003
2013,1381.24
2014,1381.7600000000002
2015,1382.28
2016,1382.8000000000002
2017,1383.3200000000002
2018,1383.8400000000001
2019,1384.3600000000001
2020,1384.88
2021,1385.4
2022,1385.92
2023,1386.44
2024,1386.96
2025,1387.48
2026,1388.0
2027,1388.52
2028,1389.04
2029,1389.56
2030,1390.08
2031,1390.6
2032,1391.12
2033,1391.6399999999999
2034,1392.1599999999999
2035,1392.68
2036,1393.2
2037,1393.7200000000003
2038,1394.24
2039,1394.7600000000002
2040,1395.28
2041,1395.8000000000002
2042,1396.3200000000002
2043,1396.8400000000001
2044,1397.3600000000001
2045,1397.88
2046,1398.4
2047,1398.92
2048,1399.44
2049,1399.96
2050,1400.48
2051,1401.0
2052,1401.52
2053,1402.04
2054,1402.56
2055,1403.08
2056,1403.6
2057,1404.12
2058,1404.6399999999999
2059,1405.1599999999999
2060,1405.68
2061,1406.2
2062,1406.7200000000003
2063,1407.24
2064,1407.7600000000002
2065,1408.28
2066,1408.8000000000002
2067,1409.3200000000002
2068,1409.8400000000001
2069,1410.3600000000001
2070,1410.88
2071,1411.4
2072,1411.92
2073,1412.44
2074,1412.96
2075,1413.48
2076,1414.0
2077,1414.52
2078,1415.04
2079,1415.56
2080,1416.08
2081,1416.6
2082,1417.12
2083,1417.6399999999999
2084,1418.1599999999999
2085,1418.68
2086,1419.2
2087,1419.7200000000003
2088,1420.24
2089,1420.7600000000002
2090,1421.28
2091,1421.8000000000002
2092,1422.3200000000002
2093,1422.8400000000001
2094,1423.3600000000001
2095,1423.88
2096,1424.4
2097,1424.92
2098,1425.44
2099,1425.96
2100,1426.48
2101,1427.0
2102,1427.52
2103,1428.04
2104,1428.56
2105,1429.08
2106,1429.6
2107,1430.12
2108,1430.6399999999999
2109,1431.1599999999999
2110,1431.68
2111,1432.2
2112,1432.7200000000003
2113,1433.24
2114,1433.7600000000002
2115,1434.28
2116,1434.8000000000002
2117,1435.3200000000002
2118,1435.8400000000001
2119,1436.3600000000001
2120,1436.88
2121,1437.4
2122,1437.92
2123,1438.44
2124,1438.96
2125,1439.48
2126,1440.0
2127,1440.52
2128,1441.04
2129,1441.56
2130,1442.08
2131,1442.6
2132,1443.12
2133,1443.6399999999999
2134,1444.1599999999999
2135,1444.68
2136,1445.2
2137,1445.7200000000003
2138,1446.24
2139,1446.7600000000002
2140,1447.28
2141,1447.8000000000002
2142,1448.3200000000002
2143,1448.8400000000001
2144,1449.3600000000001
2145,1449.88
2146,1450.4
2147,1450.92
2148,1451.44
2149,1451.96
2150,1452.48
2151,1453.0
2152,1453.52
2153,1454.04
2154,1454.56
2155,1455.08
2156,1455.6
2157,1456.12
2158,1456.6399999999999
2159,1457.1599999999999
2160,1457.68
2161,1458.2
2162,1458.7200000000003
2163,1459.24
2164,1459.7600000000002
2165,1460.28
2166,1460.8000000000002
2167,1461.3200000000002
2168,1461.8400000000001
2169,1462.3600000000001
2170,1462.88
2171,1463.4
2172,1463.92
2173,1464.44
2174,1464.96
2175,1465.48
2176,1466.0
2177,1466.52
2178,1467.04
2179,1467.56
2180,1468.08
2181,1468.6
2182,1469.12
2183,1469.6399999999999
2184,1470.1599999999999
2185,1470.68
2186,1471.2
2187,1471.7200000000003
2188,1472.24
2189,1472.7600000000002
2190,1473.28
2191,1473.8000000000002
2192,1474.3200000000002
2193,1474.8400000000001
2194,1475.3600000000001
2195,1475.88
2196,1476.4
2197,1476.92
2198,1477.44
2199,1477.96
2200,1478.48
2201,1479.0
2202,1479.52
2203,1480.04
2204,1480.56
2205,1481.08
2206,1481.6
2207,1482.12
2208,1482.6399999999999
2209,1483.1599999999999
2210,1483.68
2211,1484.2
2212,1484.7200000000003
2213,1485.24
2214,1485.7600000000002
2215,1486.28
2216,1486.8000000000002
2217,1487.3200000000002
2218,1487.8400000000001
2219,1488.3600000000001
2220,1488.88
2221,1489.4
2222,1489.92
2223,1490.44
2224,1490.96
2225,1491.48
2226,1492.0
2227,1492.52
2228,1493.04
2229,1493.56
2230,1494.08
2231,1494.6
2232,1495.12
2233,1495.6399999999999
2234,1496.1599999999999
2235,1496.68
2236,1497.2
2237,1497.7200000000003
2238,1498.24
2239,1498.7600000000002
2240,1499.28
2241,1499.8000000000002
2242,1500.3200000000002
2243,1500.8400000000001
2244,1501.3600000000001
2245,1501.88
2246,1502.4
2247,1502.92
2248,1503.44
2249,1503.96
2250,1504.48
2251,1505.0
2252,1505.52
2253,1506.04
2254,1506.56
2255,1507.08
2256,1507.6
2257,1508.12
2258,1508.6399999999999
2259,1509.1599999999999
2260,1509.68
2261,1510.2
2262,1510.7200000000003
2263,1511.24
2264,1511.7600000000002
2265,1512.28
2266,1512.8000000000002
2267,1513.3200000000002
2268,1513.8400000000001
2269,1514.3600000000001
2270,1514.88
2271,1515.4
2272,1515.92
2273,1516.44
2274,1516.96
2275,1517.48
2276,1518.0
2277,1518.52
2278,1519.04
2279,1519.56
2280,1520.08
2281,1520.6
2282,1521.12
2283,1521.6399999999999
2284,1522.1599999999999
2285,1522.68
2286,1523.2
2287,1523.7200000000003
2288,1524.24
2289,1524.7600000000002
2290,1525.28
2291,1525.8000000000002
2292,1526.3200000000002
2293,1526.8400000000001
2294,1527.3600000000001
2295,1527.88
2296,1528.4
2297,1528.92
2298,1529.44
2299,1529.96
2300,1530.48
2301,1531.0
2302,1531.5200000000002
2303,1532.04
2304,1532.56
2305,1533.08
2306,1533.6000000000001
2307,1534.12
2308,1534.6399999999999
2309,1535.1600000000003
2310,1535.68
2311,1536.2
2312,1536.7199999999998
2313,1537.2400000000002
2314,1537.7600000000002
2315,1538.28
2316,1538.7999999999997
